return_id,order_id,item_id,product_id,customer_id,return_reason,refund_amount,return_timestamp
RET-00240,ORD-00464,ITM-001144,PROD-0026,CUST-0131,Late Delivery,78.07,2024-01-09 04:00:00
RET-00241,ORD-00467,ITM-001148,PROD-0035,CUST-0193,Wrong Size,736.65,2024-01-08 13:00:00
RET-00242,ORD-00467,ITM-001149,PROD-0020,CUST-0193,Changed Mind,382.94,2024-01-12 13:00:00
RET-00243,ORD-00467,ITM-001150,PROD-0043,CUST-0193,Late Delivery,1070.82,2024-01-12 13:00:00
RET-00244,ORD-00468,ITM-001151,PROD-0045,CUST-0178,Wrong Size,399.75,2024-02-05 21:00:00
RET-00245,ORD-00468,ITM-001152,PROD-0003,CUST-0178,Wrong Size,429.1,2024-02-06 21:00:00
RET-00246,ORD-00474,ITM-001167,PROD-0031,CUST-0100,Wrong Size,2302.24,2024-01-26 09:00:00
RET-00247,ORD-00474,ITM-001168,PROD-0043,CUST-0100,Changed Mind,449.14,2024-01-30 09:00:00
RET-00248,ORD-00474,ITM-001169,PROD-0004,CUST-0100,Late Delivery,2110.79,2024-01-27 09:00:00
RET-00249,ORD-00474,ITM-001170,PROD-0046,CUST-0100,Late Delivery,657.36,2024-01-28 09:00:00
RET-00250,ORD-00475,ITM-001171,PROD-0041,CUST-0129,Changed Mind,264.8,2024-01-23 23:00:00
RET-00251,ORD-00475,ITM-001172,PROD-0055,CUST-0129,Wrong Size,384.8,2024-01-20 23:00:00
RET-00252,ORD-00475,ITM-001173,PROD-0006,CUST-0129,Changed Mind,196.87,2024-01-20 23:00:00
RET-00253,ORD-00476,ITM-001174,PROD-0032,CUST-0142,Defective Item,254.68,2024-01-07 23:00:00
RET-00254,ORD-00476,ITM-001175,PROD-0026,CUST-0142,Late Delivery,75.3,2024-01-03 23:00:00
RET-00255,ORD-00476,ITM-001176,PROD-0045,CUST-0142,Defective Item,1969.78,2024-01-04 23:00:00
RET-00256,ORD-00476,ITM-001177,PROD-0039,CUST-0142,Wrong Size,1299.99,2024-01-07 23:00:00
RET-00257,ORD-00477,ITM-001178,PROD-0028,CUST-0045,Defective Item,2009.07,2024-01-28 14:00:00
RET-00258,ORD-00494,ITM-001220,PROD-0039,CUST-0043,Wrong Size,1104.56,2024-02-04 22:00:00
RET-00259,ORD-00494,ITM-001221,PROD-0037,CUST-0043,Late Delivery,1099.47,2024-02-04 22:00:00
RET-00260,ORD-00494,ITM-001222,PROD-0033,CUST-0043,Changed Mind,1633.61,2024-02-05 22:00:00
RET-00261,ORD-00494,ITM-001223,PROD-0046,CUST-0043,Wrong Size,464.95,2024-02-05 22:00:00
