order_id,customer_id,store_id,order_status,payment_method,order_timestamp,updated_at
ORD-00246,CUST-0164,STR-001,CANCELLED,UPI,2024-01-05 07:00:00,2024-01-05 07:00:00
ORD-00247,CUST-0198,STR-008,CANCELLED,Credit Card,2024-02-01 23:00:00,2024-02-01 23:00:00
ORD-00248,CUST-0138,STR-006,PROCESSING,PayPal,2024-01-24 07:00:00,2024-01-24 07:00:00
ORD-00249,CUST-0088,STR-002,DELIVERED,Debit Card,2024-01-31 19:00:00,2024-01-31 19:00:00
ORD-00250,CUST-0028,STR-006,CANCELLED,Debit Card,2024-02-02 12:00:00,2024-02-02 12:00:00
ORD-00251,CUST-0017,STR-009,RETURNED,PayPal,2024-01-22 01:00:00,2024-01-22 01:00:00
ORD-00252,CUST-0031,STR-004,RETURNED,Debit Card,2024-02-05 00:00:00,2024-02-05 00:00:00
ORD-00253,CUST-0063,STR-003,COMPLETED,UPI,2024-01-02 15:00:00,2024-01-02 15:00:00
ORD-00254,CUST-0152,STR-002,CANCELLED,Cash,2024-01-08 13:00:00,2024-01-08 13:00:00
ORD-00255,CUST-0176,STR-010,PROCESSING,Debit Card,2024-02-05 14:00:00,2024-02-05 14:00:00
ORD-00256,CUST-0031,STR-005,DELIVERED,UPI,2024-01-11 23:00:00,2024-01-11 23:00:00
ORD-00257,CUST-0002,STR-001,RETURNED,UPI,2024-01-13 12:00:00,2024-01-13 12:00:00
ORD-00258,CUST-0090,STR-007,DELIVERED,Debit Card,2024-01-03 03:00:00,2024-01-03 03:00:00
ORD-00259,CUST-0139,STR-009,DELIVERED,UPI,2024-01-17 00:00:00,2024-01-17 00:00:00
ORD-00260,CUST-0122,STR-008,COMPLETED,Credit Card,2024-01-13 15:00:00,2024-01-13 15:00:00
ORD-00261,CUST-0190,STR-001,DELIVERED,Credit Card,2024-02-05 15:00:00,2024-02-05 15:00:00
ORD-00262,CUST-0052,STR-007,CANCELLED,Cash,2024-01-16 12:00:00,2024-01-16 12:00:00
ORD-00263,CUST-0070,STR-004,COMPLETED,Cash,2024-01-23 14:00:00,2024-01-23 14:00:00
ORD-00264,CUST-0120,STR-008,PROCESSING,Debit Card,2024-01-28 15:00:00,2024-01-28 15:00:00
ORD-00265,CUST-0023,STR-007,DELIVERED,Cash,2024-02-05 01:00:00,2024-02-05 01:00:00
ORD-00266,CUST-0109,STR-009,COMPLETED,PayPal,2024-01-28 01:00:00,2024-01-28 01:00:00
ORD-00267,CUST-0172,STR-005,CANCELLED,Cash,2024-01-13 08:00:00,2024-01-13 08:00:00
ORD-00268,CUST-0181,STR-007,CANCELLED,Credit Card,2024-01-13 21:00:00,2024-01-13 21:00:00
ORD-00269,CUST-0076,STR-007,RETURNED,Cash,2024-01-20 08:00:00,2024-01-20 08:00:00
ORD-00270,CUST-0094,STR-008,PROCESSING,UPI,2024-02-10 11:00:00,2024-02-10 11:00:00
ORD-00271,CUST-0086,STR-004,CANCELLED,Cash,2024-02-05 13:00:00,2024-02-05 13:00:00
ORD-00272,CUST-0109,STR-005,PROCESSING,UPI,2024-01-05 12:00:00,2024-01-05 12:00:00
ORD-00273,CUST-0173,STR-002,COMPLETED,Credit Card,2024-01-15 00:00:00,2024-01-15 00:00:00
ORD-00274,CUST-0161,STR-001,RETURNED,Debit Card,2024-01-20 23:00:00,2024-01-20 23:00:00
ORD-00275,CUST-0078,STR-010,DELIVERED,UPI,2024-01-10 19:00:00,2024-01-10 19:00:00
ORD-00276,CUST-0043,STR-010,RETURNED,UPI,2024-01-13 08:00:00,2024-01-13 08:00:00
ORD-00277,CUST-0048,STR-004,COMPLETED,UPI,2024-02-07 08:00:00,2024-02-07 08:00:00
ORD-00278,CUST-0128,STR-003,DELIVERED,Credit Card,2024-01-31 20:00:00,2024-01-31 20:00:00
ORD-00279,CUST-0123,STR-001,RETURNED,Credit Card,2024-01-11 07:00:00,2024-01-11 07:00:00
ORD-00280,CUST-0006,STR-002,COMPLETED,Cash,2024-02-06 00:00:00,2024-02-06 00:00:00
ORD-00281,CUST-0096,STR-001,PROCESSING,UPI,2024-01-20 21:00:00,2024-01-20 21:00:00
ORD-00282,CUST-0107,STR-003,COMPLETED,Debit Card,2024-02-09 05:00:00,2024-02-09 05:00:00
ORD-00283,CUST-0152,STR-007,CANCELLED,UPI,2024-01-07 10:00:00,2024-01-07 10:00:00
ORD-00284,CUST-0078,STR-010,RETURNED,PayPal,2024-01-22 01:00:00,2024-01-22 01:00:00
ORD-00285,CUST-0008,STR-002,COMPLETED,Cash,2024-01-20 01:00:00,2024-01-20 01:00:00
ORD-00286,CUST-0188,STR-010,DELIVERED,Cash,2024-01-03 18:00:00,2024-01-03 18:00:00
ORD-00287,CUST-0092,STR-003,PROCESSING,PayPal,2024-01-05 18:00:00,2024-01-05 18:00:00
ORD-00288,CUST-0154,STR-003,PROCESSING,UPI,2024-02-05 20:00:00,2024-02-05 20:00:00
ORD-00289,CUST-0096,STR-008,DELIVERED,Credit Card,2024-01-28 20:00:00,2024-01-28 20:00:00
ORD-00290,CUST-0135,STR-009,COMPLETED,PayPal,2024-02-07 08:00:00,2024-02-07 08:00:00
ORD-00291,CUST-0088,STR-003,COMPLETED,Debit Card,2024-01-21 10:00:00,2024-01-21 10:00:00
ORD-00292,CUST-0021,STR-007,COMPLETED,PayPal,2024-01-09 12:00:00,2024-01-09 12:00:00
ORD-00293,CUST-0003,STR-002,DELIVERED,Cash,2024-01-10 05:00:00,2024-01-10 05:00:00
ORD-00294,CUST-0042,STR-009,RETURNED,Cash,2024-02-10 17:00:00,2024-02-10 17:00:00
ORD-00295,CUST-0184,STR-004,RETURNED,Credit Card,2024-01-20 15:00:00,2024-01-20 15:00:00
ORD-00296,CUST-0179,STR-010,COMPLETED,Debit Card,2024-01-14 00:00:00,2024-01-14 00:00:00
ORD-00297,CUST-0134,STR-003,PROCESSING,Cash,2024-02-02 21:00:00,2024-02-02 21:00:00
ORD-00298,CUST-0099,STR-005,PROCESSING,PayPal,2024-02-01 05:00:00,2024-02-01 05:00:00
ORD-00299,CUST-0018,STR-008,COMPLETED,PayPal,2024-01-25 15:00:00,2024-01-25 15:00:00
ORD-00300,CUST-0174,STR-002,CANCELLED,PayPal,2024-01-09 14:00:00,2024-01-09 14:00:00
ORD-00301,CUST-0051,STR-006,CANCELLED,Credit Card,2024-01-15 05:00:00,2024-01-15 05:00:00
ORD-00302,CUST-0194,STR-007,RETURNED,PayPal,2024-01-25 01:00:00,2024-01-25 01:00:00
ORD-00303,CUST-0040,STR-005,COMPLETED,Credit Card,2024-02-11 05:00:00,2024-02-11 05:00:00
ORD-00304,CUST-0196,STR-001,CANCELLED,PayPal,2024-01-29 13:00:00,2024-01-29 13:00:00
ORD-00305,CUST-0043,STR-008,PROCESSING,PayPal,2024-01-29 14:00:00,2024-01-29 14:00:00
ORD-00306,CUST-0101,STR-005,CANCELLED,Cash,2024-02-03 04:00:00,2024-02-03 04:00:00
ORD-00307,CUST-0190,STR-010,PROCESSING,PayPal,2024-01-04 06:00:00,2024-01-04 06:00:00
ORD-00308,CUST-0106,STR-006,DELIVERED,Debit Card,2024-01-06 07:00:00,2024-01-06 07:00:00
ORD-00309,CUST-0138,STR-006,CANCELLED,Cash,2024-01-05 00:00:00,2024-01-05 00:00:00
ORD-00310,CUST-0026,STR-004,RETURNED,UPI,2024-01-24 01:00:00,2024-01-24 01:00:00
ORD-00311,CUST-0074,STR-005,RETURNED,PayPal,2024-01-05 19:00:00,2024-01-05 19:00:00
ORD-00312,CUST-0110,STR-004,PROCESSING,Cash,2024-01-24 12:00:00,2024-01-24 12:00:00
ORD-00313,CUST-0141,STR-003,RETURNED,Debit Card,2024-01-04 06:00:00,2024-01-04 06:00:00
ORD-00314,CUST-0106,STR-005,DELIVERED,UPI,2024-01-21 06:00:00,2024-01-21 06:00:00
ORD-00315,CUST-0112,STR-007,DELIVERED,UPI,2024-01-04 16:00:00,2024-01-04 16:00:00
ORD-00316,CUST-0015,STR-002,PROCESSING,Credit Card,2024-01-23 05:00:00,2024-01-23 05:00:00
ORD-00317,CUST-0134,STR-010,CANCELLED,Credit Card,2024-02-04 18:00:00,2024-02-04 18:00:00
ORD-00318,CUST-0189,STR-007,DELIVERED,Debit Card,2024-01-17 23:00:00,2024-01-17 23:00:00
ORD-00319,CUST-0066,STR-010,RETURNED,UPI,2024-01-06 01:00:00,2024-01-06 01:00:00
ORD-00320,CUST-0038,STR-006,PROCESSING,UPI,2024-02-02 08:00:00,2024-02-02 08:00:00
ORD-00321,CUST-0190,STR-001,RETURNED,PayPal,2024-01-17 18:00:00,2024-01-17 18:00:00
ORD-00322,CUST-0054,STR-003,PROCESSING,PayPal,2024-01-31 06:00:00,2024-01-31 06:00:00
ORD-00323,CUST-0126,STR-008,CANCELLED,Credit Card,2024-01-28 20:00:00,2024-01-28 20:00:00
ORD-00324,CUST-0141,STR-006,COMPLETED,Credit Card,2024-02-01 08:00:00,2024-02-01 08:00:00
ORD-00325,CUST-0161,STR-005,COMPLETED,Credit Card,2024-01-23 04:00:00,2024-01-23 04:00:00
ORD-00326,CUST-0176,STR-007,CANCELLED,Debit Card,2024-01-23 00:00:00,2024-01-23 00:00:00
ORD-00327,CUST-0097,STR-010,COMPLETED,Cash,2024-01-16 10:00:00,2024-01-16 10:00:00
ORD-00328,CUST-0044,STR-001,CANCELLED,Cash,2024-01-28 05:00:00,2024-01-28 05:00:00
ORD-00329,CUST-0117,STR-008,DELIVERED,Debit Card,2024-01-09 17:00:00,2024-01-09 17:00:00
ORD-00330,CUST-0038,STR-001,DELIVERED,Cash,2024-01-20 18:00:00,2024-01-20 18:00:00
ORD-00331,CUST-0025,STR-009,PROCESSING,Debit Card,2024-01-05 11:00:00,2024-01-05 11:00:00
ORD-00332,CUST-0102,STR-006,COMPLETED,Cash,2024-01-11 03:00:00,2024-01-11 03:00:00
ORD-00333,CUST-0034,STR-002,RETURNED,PayPal,2024-01-23 08:00:00,2024-01-23 08:00:00
ORD-00334,CUST-0068,STR-010,PROCESSING,PayPal,2024-01-19 02:00:00,2024-01-19 02:00:00
ORD-00335,CUST-0169,STR-008,DELIVERED,Credit Card,2024-01-05 16:00:00,2024-01-05 16:00:00
ORD-00336,CUST-0127,STR-001,RETURNED,PayPal,2024-01-30 21:00:00,2024-01-30 21:00:00
ORD-00337,CUST-0107,STR-002,COMPLETED,UPI,2024-01-18 01:00:00,2024-01-18 01:00:00
ORD-00338,CUST-0152,STR-002,COMPLETED,Credit Card,2024-01-22 14:00:00,2024-01-22 14:00:00
ORD-00339,CUST-0188,STR-010,COMPLETED,UPI,2024-01-10 16:00:00,2024-01-10 16:00:00
ORD-00340,CUST-0198,STR-007,DELIVERED,Debit Card,2024-01-07 10:00:00,2024-01-07 10:00:00
ORD-00341,CUST-0126,STR-008,PROCESSING,Cash,2024-01-27 01:00:00,2024-01-27 01:00:00
ORD-00342,CUST-0166,STR-003,RETURNED,Credit Card,2024-02-03 02:00:00,2024-02-03 02:00:00
ORD-00343,CUST-0012,STR-009,CANCELLED,PayPal,2024-01-09 02:00:00,2024-01-09 02:00:00
ORD-00344,CUST-0091,STR-005,RETURNED,Credit Card,2024-02-08 12:00:00,2024-02-08 12:00:00
ORD-00345,CUST-0012,STR-002,PROCESSING,UPI,2024-01-29 08:00:00,2024-01-29 08:00:00
ORD-00346,CUST-0173,STR-002,COMPLETED,Credit Card,2024-01-30 03:00:00,2024-01-30 03:00:00
ORD-00347,CUST-0158,STR-006,COMPLETED,Debit Card,2024-01-27 19:00:00,2024-01-27 19:00:00
ORD-00348,CUST-0054,STR-008,DELIVERED,PayPal,2024-01-12 06:00:00,2024-01-12 06:00:00
ORD-00349,CUST-0190,STR-008,COMPLETED,PayPal,2024-02-03 01:00:00,2024-02-03 01:00:00
ORD-00350,CUST-0003,STR-002,CANCELLED,Cash,2024-01-29 23:00:00,2024-01-29 23:00:00
ORD-00351,CUST-0016,STR-009,RETURNED,UPI,2024-01-03 23:00:00,2024-01-03 23:00:00
ORD-00352,CUST-0160,STR-006,CANCELLED,Credit Card,2024-01-31 08:00:00,2024-01-31 08:00:00
ORD-00353,CUST-0151,STR-006,CANCELLED,Debit Card,2024-02-10 08:00:00,2024-02-10 08:00:00
ORD-00354,CUST-0073,STR-002,DELIVERED,Debit Card,2024-02-01 14:00:00,2024-02-01 14:00:00
ORD-00355,CUST-0005,STR-006,DELIVERED,Debit Card,2024-01-18 21:00:00,2024-01-18 21:00:00
ORD-00356,CUST-0059,STR-002,CANCELLED,UPI,2024-02-06 17:00:00,2024-02-06 17:00:00
ORD-00357,CUST-0027,STR-001,COMPLETED,Credit Card,2024-01-31 00:00:00,2024-01-31 00:00:00
ORD-00358,CUST-0027,STR-003,PROCESSING,Debit Card,2024-01-09 16:00:00,2024-01-09 16:00:00
ORD-00359,CUST-0032,STR-004,COMPLETED,Debit Card,2024-01-30 23:00:00,2024-01-30 23:00:00
ORD-00360,CUST-0193,STR-009,DELIVERED,PayPal,2024-01-28 17:00:00,2024-01-28 17:00:00
ORD-00361,CUST-0198,STR-003,CANCELLED,Credit Card,2024-01-29 11:00:00,2024-01-29 11:00:00
ORD-00362,CUST-0108,STR-007,PROCESSING,UPI,2024-02-06 19:00:00,2024-02-06 19:00:00
ORD-00363,CUST-0157,STR-003,DELIVERED,Cash,2024-01-28 00:00:00,2024-01-28 00:00:00
ORD-00364,CUST-0055,STR-002,PROCESSING,Cash,2024-02-04 03:00:00,2024-02-04 03:00:00
ORD-00365,CUST-0130,STR-002,PROCESSING,Cash,2024-01-05 21:00:00,2024-01-05 21:00:00
ORD-00366,CUST-0061,STR-010,RETURNED,Cash,2024-02-08 08:00:00,2024-02-08 08:00:00
ORD-00367,CUST-0084,STR-009,PROCESSING,PayPal,2024-02-08 16:00:00,2024-02-08 16:00:00
ORD-00368,CUST-0021,STR-002,DELIVERED,PayPal,2024-01-05 23:00:00,2024-01-05 23:00:00
ORD-00369,CUST-0068,STR-010,CANCELLED,PayPal,2024-02-03 06:00:00,2024-02-03 06:00:00
ORD-00370,CUST-0031,STR-004,COMPLETED,Debit Card,2024-02-01 01:00:00,2024-02-01 01:00:00
ORD-00371,CUST-0040,STR-002,PROCESSING,UPI,2024-01-25 19:00:00,2024-01-25 19:00:00
ORD-00372,CUST-0056,STR-003,COMPLETED,Cash,2024-02-02 10:00:00,2024-02-02 10:00:00
ORD-00373,CUST-0122,STR-010,RETURNED,PayPal,2024-01-10 14:00:00,2024-01-10 14:00:00
ORD-00374,CUST-0147,STR-005,COMPLETED,Cash,2024-02-07 06:00:00,2024-02-07 06:00:00
ORD-00375,CUST-0194,STR-001,DELIVERED,PayPal,2024-02-08 02:00:00,2024-02-08 02:00:00
ORD-00376,CUST-0181,STR-010,RETURNED,Cash,2024-01-30 12:00:00,2024-01-30 12:00:00
ORD-00377,CUST-0074,STR-003,COMPLETED,Debit Card,2024-01-13 18:00:00,2024-01-13 18:00:00
ORD-00378,CUST-0082,STR-003,PROCESSING,PayPal,2024-01-28 20:00:00,2024-01-28 20:00:00
ORD-00379,CUST-0153,STR-010,RETURNED,Cash,2024-01-18 01:00:00,2024-01-18 01:00:00
ORD-00380,CUST-0146,STR-007,RETURNED,Debit Card,2024-01-30 12:00:00,2024-01-30 12:00:00
ORD-00381,CUST-0159,STR-005,COMPLETED,PayPal,2024-01-12 10:00:00,2024-01-12 10:00:00
ORD-00382,CUST-0073,STR-001,RETURNED,Cash,2024-01-13 09:00:00,2024-01-13 09:00:00
ORD-00383,CUST-0186,STR-009,DELIVERED,Cash,2024-01-19 23:00:00,2024-01-19 23:00:00
ORD-00384,CUST-0085,STR-001,COMPLETED,Cash,2024-01-11 06:00:00,2024-01-11 06:00:00
ORD-00385,CUST-0167,STR-002,CANCELLED,Credit Card,2024-02-05 10:00:00,2024-02-05 10:00:00
ORD-00386,CUST-0095,STR-004,DELIVERED,Credit Card,2024-01-30 10:00:00,2024-01-30 10:00:00
ORD-00387,CUST-0181,STR-010,DELIVERED,PayPal,2024-01-15 10:00:00,2024-01-15 10:00:00
ORD-00388,CUST-0142,STR-004,RETURNED,Cash,2024-02-08 07:00:00,2024-02-08 07:00:00
ORD-00389,CUST-0050,STR-001,PROCESSING,Cash,2024-02-06 05:00:00,2024-02-06 05:00:00
ORD-00390,CUST-0133,STR-008,RETURNED,Credit Card,2024-02-02 21:00:00,2024-02-02 21:00:00
ORD-00391,CUST-0147,STR-001,CANCELLED,Credit Card,2024-01-17 08:00:00,2024-01-17 08:00:00
ORD-00392,CUST-0111,STR-001,PROCESSING,UPI,2024-02-09 06:00:00,2024-02-09 06:00:00
ORD-00393,CUST-0134,STR-004,RETURNED,PayPal,2024-01-07 05:00:00,2024-01-07 05:00:00
ORD-00394,CUST-0009,STR-007,COMPLETED,Debit Card,2024-01-23 08:00:00,2024-01-23 08:00:00
ORD-00395,CUST-0157,STR-007,COMPLETED,Cash,2024-01-06 13:00:00,2024-01-06 13:00:00
ORD-00396,CUST-0159,STR-007,RETURNED,Credit Card,2024-01-17 05:00:00,2024-01-17 05:00:00
ORD-00397,CUST-0091,STR-007,RETURNED,PayPal,2024-02-02 09:00:00,2024-02-02 09:00:00
ORD-00398,CUST-0150,STR-009,CANCELLED,UPI,2024-01-11 14:00:00,2024-01-11 14:00:00
ORD-00399,CUST-0144,STR-001,DELIVERED,Debit Card,2024-01-29 21:00:00,2024-01-29 21:00:00
ORD-00400,CUST-0149,STR-010,PROCESSING,PayPal,2024-01-24 05:00:00,2024-01-24 05:00:00
ORD-00401,CUST-0178,STR-004,DELIVERED,Debit Card,2024-02-01 05:00:00,2024-02-01 05:00:00
ORD-00402,CUST-0093,STR-001,DELIVERED,UPI,2024-01-03 16:00:00,2024-01-03 16:00:00
ORD-00403,CUST-0006,STR-003,COMPLETED,UPI,2024-01-27 06:00:00,2024-01-27 06:00:00
ORD-00404,CUST-0135,STR-010,COMPLETED,Credit Card,2024-01-30 08:00:00,2024-01-30 08:00:00
ORD-00405,CUST-0096,STR-006,DELIVERED,Credit Card,2024-02-09 23:00:00,2024-02-09 23:00:00
ORD-00406,CUST-0033,STR-009,DELIVERED,Credit Card,2024-02-09 01:00:00,2024-02-09 01:00:00
ORD-00407,CUST-0164,STR-010,DELIVERED,Debit Card,2024-01-04 16:00:00,2024-01-04 16:00:00
ORD-00408,CUST-0150,STR-001,RETURNED,UPI,2024-02-01 02:00:00,2024-02-01 02:00:00
ORD-00409,CUST-0059,STR-002,PROCESSING,Credit Card,2024-01-09 12:00:00,2024-01-09 12:00:00
ORD-00410,CUST-0197,STR-005,RETURNED,Debit Card,2024-01-15 08:00:00,2024-01-15 08:00:00
ORD-00411,CUST-0059,STR-004,DELIVERED,Cash,2024-01-16 01:00:00,2024-01-16 01:00:00
ORD-00412,CUST-0079,STR-001,PROCESSING,UPI,2024-02-03 07:00:00,2024-02-03 07:00:00
ORD-00413,CUST-0151,STR-001,DELIVERED,Debit Card,2024-02-07 11:00:00,2024-02-07 11:00:00
ORD-00414,CUST-0146,STR-008,DELIVERED,Credit Card,2024-01-21 12:00:00,2024-01-21 12:00:00
ORD-00415,CUST-0169,STR-009,COMPLETED,UPI,2024-01-07 00:00:00,2024-01-07 00:00:00
ORD-00416,CUST-0106,STR-007,DELIVERED,Cash,2024-01-12 13:00:00,2024-01-12 13:00:00
ORD-00417,CUST-0118,STR-005,DELIVERED,PayPal,2024-01-14 10:00:00,2024-01-14 10:00:00
ORD-00418,CUST-0085,STR-010,CANCELLED,Cash,2024-02-03 00:00:00,2024-02-03 00:00:00
ORD-00419,CUST-0117,STR-006,RETURNED,Debit Card,2024-01-21 22:00:00,2024-01-21 22:00:00
ORD-00420,CUST-0127,STR-007,PROCESSING,Credit Card,2024-02-06 13:00:00,2024-02-06 13:00:00
ORD-00421,CUST-0043,STR-005,COMPLETED,PayPal,2024-01-16 02:00:00,2024-01-16 02:00:00
ORD-00422,CUST-0191,STR-007,COMPLETED,Credit Card,2024-01-14 22:00:00,2024-01-14 22:00:00
ORD-00423,CUST-0063,STR-008,PROCESSING,Debit Card,2024-01-11 01:00:00,2024-01-11 01:00:00
ORD-00424,CUST-0190,STR-007,COMPLETED,UPI,2024-01-12 12:00:00,2024-01-12 12:00:00
ORD-00425,CUST-0137,STR-004,COMPLETED,Cash,2024-01-31 08:00:00,2024-01-31 08:00:00
ORD-00426,CUST-0154,STR-001,DELIVERED,Debit Card,2024-01-05 22:00:00,2024-01-05 22:00:00
ORD-00427,CUST-0084,STR-006,DELIVERED,Cash,2024-02-07 06:00:00,2024-02-07 06:00:00
ORD-00428,CUST-0004,STR-007,CANCELLED,Debit Card,2024-01-22 10:00:00,2024-01-22 10:00:00
ORD-00429,CUST-0027,STR-009,PROCESSING,Credit Card,2024-02-07 15:00:00,2024-02-07 15:00:00
ORD-00430,CUST-0171,STR-008,COMPLETED,Cash,2024-01-06 20:00:00,2024-01-06 20:00:00
ORD-00431,CUST-0189,STR-007,COMPLETED,Credit Card,2024-01-18 05:00:00,2024-01-18 05:00:00
ORD-00432,CUST-0010,STR-004,PROCESSING,Debit Card,2024-02-10 00:00:00,2024-02-10 00:00:00
ORD-00433,CUST-0053,STR-009,DELIVERED,Debit Card,2024-01-06 07:00:00,2024-01-06 07:00:00
ORD-00434,CUST-0053,STR-004,CANCELLED,PayPal,2024-02-03 12:00:00,2024-02-03 12:00:00
ORD-00435,CUST-0163,STR-004,COMPLETED,UPI,2024-01-20 01:00:00,2024-01-20 01:00:00
ORD-00436,CUST-0098,STR-007,RETURNED,Cash,2024-01-07 19:00:00,2024-01-07 19:00:00
ORD-00437,CUST-0019,STR-006,CANCELLED,Debit Card,2024-01-11 08:00:00,2024-01-11 08:00:00
ORD-00438,CUST-0096,STR-008,CANCELLED,UPI,2024-01-27 23:00:00,2024-01-27 23:00:00
ORD-00439,CUST-0112,STR-005,CANCELLED,UPI,2024-01-25 02:00:00,2024-01-25 02:00:00
ORD-00440,CUST-0189,STR-004,COMPLETED,UPI,2024-01-18 01:00:00,2024-01-18 01:00:00
ORD-00441,CUST-0117,STR-003,RETURNED,Cash,2024-01-18 17:00:00,2024-01-18 17:00:00
ORD-00442,CUST-0109,STR-003,PROCESSING,Cash,2024-01-29 18:00:00,2024-01-29 18:00:00
ORD-00443,CUST-0102,STR-005,CANCELLED,Credit Card,2024-01-02 15:00:00,2024-01-02 15:00:00
ORD-00444,CUST-0168,STR-005,DELIVERED,UPI,2024-01-29 15:00:00,2024-01-29 15:00:00
ORD-00445,CUST-0052,STR-001,PROCESSING,PayPal,2024-01-13 16:00:00,2024-01-13 16:00:00
ORD-00446,CUST-0061,STR-008,COMPLETED,Credit Card,2024-02-03 07:00:00,2024-02-03 07:00:00
ORD-00447,CUST-0011,STR-002,COMPLETED,PayPal,2024-01-16 02:00:00,2024-01-16 02:00:00
ORD-00448,CUST-0062,STR-006,RETURNED,Credit Card,2024-01-27 22:00:00,2024-01-27 22:00:00
ORD-00449,CUST-0095,STR-008,CANCELLED,Cash,2024-02-11 07:00:00,2024-02-11 07:00:00
ORD-00450,CUST-0060,STR-010,RETURNED,Credit Card,2024-02-02 22:00:00,2024-02-02 22:00:00
ORD-00451,CUST-0044,STR-008,RETURNED,Debit Card,2024-01-10 01:00:00,2024-01-10 01:00:00
ORD-00452,CUST-0197,STR-005,PROCESSING,PayPal,2024-01-17 09:00:00,2024-01-17 09:00:00
ORD-00453,CUST-0163,STR-008,PROCESSING,Debit Card,2024-01-08 08:00:00,2024-01-08 08:00:00
ORD-00454,CUST-0184,STR-007,DELIVERED,Debit Card,2024-02-06 23:00:00,2024-02-06 23:00:00
ORD-00455,CUST-0098,STR-010,COMPLETED,Cash,2024-01-02 19:00:00,2024-01-02 19:00:00
ORD-00456,CUST-0033,STR-009,DELIVERED,Credit Card,2024-02-10 04:00:00,2024-02-10 04:00:00
ORD-00457,CUST-0177,STR-002,RETURNED,PayPal,2024-01-20 08:00:00,2024-01-20 08:00:00
ORD-00458,CUST-0180,STR-001,CANCELLED,UPI,2024-01-14 01:00:00,2024-01-14 01:00:00
ORD-00459,CUST-0194,STR-007,RETURNED,UPI,2024-01-27 12:00:00,2024-01-27 12:00:00
ORD-00460,CUST-0114,STR-008,DELIVERED,Debit Card,2024-01-20 14:00:00,2024-01-20 14:00:00
ORD-00461,CUST-0174,STR-003,PROCESSING,PayPal,2024-01-05 13:00:00,2024-01-05 13:00:00
ORD-00462,CUST-0039,STR-007,COMPLETED,Debit Card,2024-01-17 11:00:00,2024-01-17 11:00:00
ORD-00463,CUST-0168,STR-008,COMPLETED,Credit Card,2024-01-25 10:00:00,2024-01-25 10:00:00
ORD-00464,CUST-0131,STR-004,RETURNED,Cash,2024-01-04 04:00:00,2024-01-04 04:00:00
ORD-00465,CUST-0017,STR-009,COMPLETED,Debit Card,2024-02-09 03:00:00,2024-02-09 03:00:00
ORD-00466,CUST-0002,STR-009,COMPLETED,Credit Card,2024-01-30 20:00:00,2024-01-30 20:00:00
ORD-00467,CUST-0193,STR-001,RETURNED,UPI,2024-01-07 13:00:00,2024-01-07 13:00:00
ORD-00468,CUST-0178,STR-006,RETURNED,Cash,2024-02-04 21:00:00,2024-02-04 21:00:00
ORD-00469,CUST-0155,STR-009,PROCESSING,UPI,2024-01-16 04:00:00,2024-01-16 04:00:00
ORD-00470,CUST-0167,STR-003,COMPLETED,UPI,2024-01-28 00:00:00,2024-01-28 00:00:00
ORD-00471,CUST-0108,STR-003,CANCELLED,Credit Card,2024-01-22 23:00:00,2024-01-22 23:00:00
ORD-00472,CUST-0085,STR-002,PROCESSING,Debit Card,2024-01-25 20:00:00,2024-01-25 20:00:00
ORD-00473,CUST-0032,STR-003,PROCESSING,Cash,2024-02-05 09:00:00,2024-02-05 09:00:00
ORD-00474,CUST-0100,STR-003,RETURNED,Cash,2024-01-25 09:00:00,2024-01-25 09:00:00
ORD-00475,CUST-0129,STR-005,RETURNED,Debit Card,2024-01-19 23:00:00,2024-01-19 23:00:00
ORD-00476,CUST-0142,STR-008,RETURNED,Debit Card,2024-01-02 23:00:00,2024-01-02 23:00:00
ORD-00477,CUST-0045,STR-002,RETURNED,UPI,2024-01-25 14:00:00,2024-01-25 14:00:00
ORD-00478,CUST-0087,STR-004,PROCESSING,UPI,2024-02-05 13:00:00,2024-02-05 13:00:00
ORD-00479,CUST-0010,STR-008,COMPLETED,UPI,2024-02-11 01:00:00,2024-02-11 01:00:00
ORD-00480,CUST-0091,STR-002,DELIVERED,PayPal,2024-01-02 21:00:00,2024-01-02 21:00:00
ORD-00481,CUST-0065,STR-004,PROCESSING,UPI,2024-02-01 22:00:00,2024-02-01 22:00:00
ORD-00482,CUST-0091,STR-007,DELIVERED,Credit Card,2024-01-02 21:00:00,2024-01-02 21:00:00
ORD-00483,CUST-0123,STR-005,CANCELLED,Cash,2024-01-09 23:00:00,2024-01-09 23:00:00
ORD-00484,CUST-0089,STR-009,DELIVERED,Credit Card,2024-01-03 07:00:00,2024-01-03 07:00:00
ORD-00485,CUST-0064,STR-005,DELIVERED,PayPal,2024-01-09 18:00:00,2024-01-09 18:00:00
ORD-00486,CUST-0163,STR-003,DELIVERED,PayPal,2024-01-16 13:00:00,2024-01-16 13:00:00
ORD-00487,CUST-0158,STR-004,CANCELLED,PayPal,2024-01-07 11:00:00,2024-01-07 11:00:00
ORD-00488,CUST-0069,STR-006,CANCELLED,Debit Card,2024-01-19 21:00:00,2024-01-19 21:00:00
ORD-00489,CUST-0072,STR-010,DELIVERED,UPI,2024-01-08 23:00:00,2024-01-08 23:00:00
ORD-00490,CUST-0150,STR-007,DELIVERED,Cash,2024-01-07 13:00:00,2024-01-07 13:00:00
