item_id,order_id,product_id,quantity,unit_price,discount_amount,tax_amount,updated_at,_ingest_timestamp,_source_file,_source_system,_batch_id
ITM-000168,ORD-00072,PROD-0019,1,101.24,7.15,7.53,2024-02-03 19:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000169,ORD-00072,PROD-0047,5,504.71,288.79,178.78,2024-02-03 19:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000170,ORD-00073,PROD-0027,3,310.4,51.92,70.34,2024-01-07 17:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000171,ORD-00073,PROD-0038,3,217.47,45.38,48.56,2024-01-07 17:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000172,ORD-00073,PROD-0008,4,308.14,9.92,97.81,2024-01-07 17:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000173,ORD-00074,PROD-0033,1,339.92,44.23,23.66,2024-02-09 05:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000174,ORD-00074,PROD-0025,5,542.08,121.3,207.13,2024-02-09 05:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000175,ORD-00075,PROD-0010,3,133.78,51.92,27.95,2024-01-10 16:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000176,ORD-00075,PROD-0012,1,564.68,41.3,41.87,2024-01-10 16:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000177,ORD-00075,PROD-0041,2,308.67,29.02,47.07,2024-01-10 16:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000178,ORD-00075,PROD-0004,1,787.13,53.37,58.7,2024-01-10 16:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000179,ORD-00076,PROD-0040,4,605.15,230.01,175.25,2024-02-07 15:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000180,ORD-00076,PROD-0026,4,82.97,48.06,22.71,2024-02-07 15:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000181,ORD-00077,PROD-0058,3,490.64,167.1,104.39,2024-01-05 03:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000182,ORD-00078,PROD-0007,4,59.89,18.09,17.72,2024-01-17 17:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000183,ORD-00078,PROD-0020,2,446.28,8.74,70.71,2024-01-17 17:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000184,ORD-00079,PROD-0028,2,532.55,54.76,80.83,2024-01-21 00:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000185,ORD-00079,PROD-0049,2,269.98,13.35,42.13,2024-01-21 00:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000186,ORD-00079,PROD-0015,2,150.54,32.84,21.46,2024-01-21 00:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000187,ORD-00080,PROD-0046,1,168.98,9.51,12.76,2024-02-09 02:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000188,ORD-00080,PROD-0050,5,165.94,77.55,60.17,2024-02-09 02:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000189,ORD-00080,PROD-0004,1,787.13,77.17,56.8,2024-02-09 02:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000190,ORD-00081,PROD-0014,1,106.8,4.82,8.16,2024-01-10 03:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000191,ORD-00081,PROD-0043,1,229.48,22.8,16.53,2024-01-10 03:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000192,ORD-00082,PROD-0033,5,339.92,30.02,133.57,2024-02-10 08:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000193,ORD-00083,PROD-0023,4,689.9,122.26,210.99,2024-01-15 05:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000194,ORD-00083,PROD-0045,4,443.87,88.05,134.99,2024-01-15 05:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000195,ORD-00084,PROD-0058,3,490.64,142.26,106.37,2024-01-11 12:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000196,ORD-00085,PROD-0024,3,402.36,77.13,90.4,2024-01-05 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000197,ORD-00085,PROD-0055,1,425.29,0.62,33.97,2024-01-05 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000198,ORD-00085,PROD-0042,2,355.95,35.1,54.14,2024-01-05 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000199,ORD-00086,PROD-0026,4,82.97,47.91,22.72,2024-01-07 21:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000200,ORD-00087,PROD-0045,1,443.87,65.35,30.28,2024-02-01 23:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000201,ORD-00087,PROD-0007,4,59.89,32.74,16.55,2024-02-01 23:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000202,ORD-00088,PROD-0056,2,480.47,69.63,71.3,2024-01-14 05:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000203,ORD-00089,PROD-0042,3,355.95,1.98,85.27,2024-01-29 00:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000204,ORD-00089,PROD-0056,5,480.47,276.58,170.06,2024-01-29 00:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000205,ORD-00089,PROD-0037,5,603.32,101.35,233.22,2024-01-29 00:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000206,ORD-00090,PROD-0043,2,229.48,33.18,34.06,2024-02-05 02:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000207,ORD-00090,PROD-0054,5,317.91,212.7,110.15,2024-02-05 02:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000208,ORD-00090,PROD-0001,2,32.3,4.9,4.78,2024-02-05 02:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000209,ORD-00090,PROD-0056,2,480.47,10.79,76.01,2024-02-05 02:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000210,ORD-00091,PROD-0026,2,82.97,1.96,13.12,2024-01-19 11:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000211,ORD-00091,PROD-0006,4,107.73,28.9,32.16,2024-01-19 11:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000212,ORD-00091,PROD-0048,1,273.24,4.21,21.52,2024-01-19 11:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000213,ORD-00091,PROD-0036,5,428.31,0.05,171.32,2024-01-19 11:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000214,ORD-00092,PROD-0053,1,573.78,70.28,40.28,2024-01-16 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000215,ORD-00092,PROD-0055,4,425.29,84.71,129.32,2024-01-16 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000216,ORD-00092,PROD-0050,5,165.94,74.67,60.4,2024-01-16 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000217,ORD-00093,PROD-0022,3,309.11,115.44,64.95,2024-01-30 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000218,ORD-00094,PROD-0032,2,56.77,14.0,7.96,2024-02-04 21:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000219,ORD-00094,PROD-0048,4,273.24,17.54,86.03,2024-02-04 21:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000220,ORD-00095,PROD-0053,2,573.78,123.38,81.93,2024-01-14 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000221,ORD-00095,PROD-0007,4,59.89,1.67,19.03,2024-01-14 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000222,ORD-00095,PROD-0041,5,308.67,28.53,121.19,2024-01-14 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000223,ORD-00095,PROD-0058,4,490.64,134.65,146.23,2024-01-14 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000224,ORD-00096,PROD-0036,4,428.31,215.56,119.81,2024-01-11 01:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000225,ORD-00097,PROD-0007,4,59.89,23.63,17.27,2024-01-14 08:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000226,ORD-00097,PROD-0033,4,339.92,85.39,101.94,2024-01-14 08:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000227,ORD-00098,PROD-0027,5,310.4,162.96,111.12,2024-01-23 19:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000228,ORD-00098,PROD-0048,5,273.24,61.26,104.4,2024-01-23 19:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000229,ORD-00099,PROD-0014,5,106.8,57.22,38.14,2024-01-23 08:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000230,ORD-00099,PROD-0046,2,168.98,25.54,24.99,2024-01-23 08:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000231,ORD-00100,PROD-0044,5,113.49,24.34,43.45,2024-02-07 01:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000232,ORD-00100,PROD-0034,1,266.5,1.01,21.24,2024-02-07 01:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000233,ORD-00100,PROD-0043,1,229.48,6.88,17.81,2024-02-07 01:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000234,ORD-00100,PROD-0044,3,113.49,7.48,26.64,2024-02-07 01:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000235,ORD-00101,PROD-0048,5,273.24,79.69,102.92,2024-01-04 21:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000236,ORD-00101,PROD-0033,3,339.92,105.99,73.1,2024-01-04 21:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000237,ORD-00102,PROD-0001,3,32.3,2.95,7.52,2024-01-26 23:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000238,ORD-00103,PROD-0050,2,165.94,14.64,25.38,2024-01-17 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000239,ORD-00103,PROD-0012,1,564.68,15.84,43.91,2024-01-17 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000240,ORD-00104,PROD-0036,3,428.31,25.07,100.79,2024-01-09 22:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000241,ORD-00104,PROD-0038,3,217.47,0.55,52.15,2024-01-09 22:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000242,ORD-00104,PROD-0030,2,403.71,4.84,64.21,2024-01-09 22:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000243,ORD-00105,PROD-0051,5,470.26,194.04,172.58,2024-01-06 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000244,ORD-00105,PROD-0034,2,266.5,76.51,36.52,2024-01-06 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000245,ORD-00105,PROD-0051,5,470.26,56.21,183.61,2024-01-06 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000246,ORD-00105,PROD-0006,3,107.73,10.72,25.0,2024-01-06 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000247,ORD-00106,PROD-0036,1,428.31,7.37,33.68,2024-01-20 16:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000248,ORD-00106,PROD-0016,5,666.37,459.1,229.82,2024-01-20 16:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000249,ORD-00106,PROD-0044,3,113.49,19.48,25.68,2024-01-20 16:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000250,ORD-00106,PROD-0017,5,387.29,210.29,138.09,2024-01-20 16:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000251,ORD-00107,PROD-0021,5,704.47,43.51,278.31,2024-01-31 01:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000252,ORD-00107,PROD-0007,2,59.89,17.46,8.19,2024-01-31 01:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000253,ORD-00108,PROD-0056,4,480.47,240.91,134.48,2024-02-05 10:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000254,ORD-00108,PROD-0014,5,106.8,66.38,37.41,2024-02-05 10:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000255,ORD-00109,PROD-0046,3,168.98,2.88,40.32,2024-01-07 09:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000256,ORD-00109,PROD-0036,1,428.31,36.94,31.31,2024-01-07 09:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000257,ORD-00109,PROD-0017,4,387.29,90.17,116.72,2024-01-07 09:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000258,ORD-00109,PROD-0028,3,532.55,4.05,127.49,2024-01-07 09:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000259,ORD-00110,PROD-0023,5,689.9,54.92,271.57,2024-02-10 12:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000260,ORD-00111,PROD-0035,2,393.28,16.09,61.64,2024-01-26 22:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000261,ORD-00111,PROD-0026,5,82.97,18.36,31.72,2024-01-26 22:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000262,ORD-00112,PROD-0008,1,308.14,0.23,24.63,2024-01-22 07:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000263,ORD-00112,PROD-0039,4,379.98,122.46,111.8,2024-01-22 07:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000264,ORD-00113,PROD-0058,5,490.64,52.42,192.06,2024-01-16 09:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000265,ORD-00113,PROD-0012,2,564.68,104.5,81.99,2024-01-16 09:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000266,ORD-00113,PROD-0017,2,387.29,13.32,60.9,2024-01-16 09:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000267,ORD-00113,PROD-0043,5,229.48,146.68,80.06,2024-01-16 09:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000268,ORD-00114,PROD-0043,1,229.48,8.63,17.67,2024-02-01 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000269,ORD-00114,PROD-0022,3,309.11,17.83,72.76,2024-02-01 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000270,ORD-00114,PROD-0019,5,101.24,5.3,40.07,2024-02-01 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000271,ORD-00115,PROD-0037,5,603.32,164.93,228.13,2024-01-24 05:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000272,ORD-00115,PROD-0021,4,704.47,71.28,219.73,2024-01-24 05:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000273,ORD-00116,PROD-0009,3,206.06,81.4,42.94,2024-01-17 08:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000274,ORD-00116,PROD-0030,4,403.71,86.9,122.24,2024-01-17 08:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000275,ORD-00116,PROD-0020,4,446.28,147.72,130.99,2024-01-17 08:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000276,ORD-00117,PROD-0017,1,387.29,42.26,27.6,2024-01-07 18:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000277,ORD-00117,PROD-0055,5,425.29,201.47,154.0,2024-01-07 18:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000278,ORD-00118,PROD-0035,5,393.28,139.25,146.17,2024-02-08 16:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000279,ORD-00118,PROD-0050,2,165.94,18.21,25.09,2024-02-08 16:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000280,ORD-00118,PROD-0015,5,150.54,82.78,53.59,2024-02-08 16:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000281,ORD-00119,PROD-0024,5,402.36,3.2,160.69,2024-02-01 02:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000282,ORD-00119,PROD-0049,5,269.98,28.42,105.72,2024-02-01 02:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000283,ORD-00119,PROD-0037,5,603.32,298.38,217.46,2024-02-01 02:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000284,ORD-00119,PROD-0023,1,689.9,22.64,53.38,2024-02-01 02:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000285,ORD-00120,PROD-0025,4,542.08,298.55,149.58,2024-01-25 17:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000286,ORD-00120,PROD-0057,1,666.33,3.99,52.99,2024-01-25 17:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000287,ORD-00120,PROD-0042,3,355.95,16.53,84.11,2024-01-25 17:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000288,ORD-00121,PROD-0025,4,542.08,118.81,163.96,2024-01-19 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000289,ORD-00121,PROD-0025,2,542.08,83.97,80.02,2024-01-19 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000290,ORD-00122,PROD-0011,2,664.57,15.37,105.1,2024-02-09 10:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000291,ORD-00122,PROD-0010,2,133.78,6.32,20.9,2024-02-09 10:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000292,ORD-00122,PROD-0043,2,229.48,28.54,34.43,2024-02-09 10:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000293,ORD-00122,PROD-0031,4,469.43,134.92,139.42,2024-02-09 10:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000294,ORD-00123,PROD-0009,5,206.06,6.06,81.94,2024-01-03 17:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000295,ORD-00123,PROD-0037,2,603.32,10.12,95.72,2024-01-03 17:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000296,ORD-00124,PROD-0057,3,666.33,284.03,137.2,2024-02-04 22:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000297,ORD-00125,PROD-0051,5,470.26,289.37,164.95,2024-02-01 15:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000298,ORD-00125,PROD-0043,5,229.48,45.53,88.15,2024-02-01 15:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000299,ORD-00126,PROD-0025,2,542.08,17.66,85.32,2024-02-10 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000300,ORD-00126,PROD-0013,5,702.72,453.04,244.84,2024-02-10 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000301,ORD-00126,PROD-0033,4,339.92,168.57,95.29,2024-02-10 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000302,ORD-00126,PROD-0039,1,379.98,10.11,29.59,2024-02-10 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000303,ORD-00127,PROD-0031,2,469.43,127.03,64.95,2024-01-05 03:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000304,ORD-00128,PROD-0015,4,150.54,71.32,42.47,2024-02-04 23:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000305,ORD-00128,PROD-0025,3,542.08,143.69,118.6,2024-02-04 23:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000306,ORD-00128,PROD-0048,5,273.24,20.03,107.69,2024-02-04 23:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000307,ORD-00128,PROD-0009,3,206.06,44.24,45.92,2024-02-04 23:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000308,ORD-00129,PROD-0013,1,702.72,74.75,50.24,2024-01-21 05:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000309,ORD-00129,PROD-0034,1,266.5,14.99,20.12,2024-01-21 05:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000310,ORD-00129,PROD-0027,3,310.4,14.89,73.3,2024-01-21 05:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000311,ORD-00130,PROD-0044,4,113.49,51.41,32.2,2024-01-30 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000312,ORD-00130,PROD-0027,5,310.4,182.47,109.56,2024-01-30 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000313,ORD-00130,PROD-0031,2,469.43,52.14,70.94,2024-01-30 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000314,ORD-00131,PROD-0048,2,273.24,70.09,38.11,2024-01-18 19:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000315,ORD-00131,PROD-0029,2,323.43,9.73,50.97,2024-01-18 19:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000316,ORD-00131,PROD-0051,3,470.26,169.47,99.3,2024-01-18 19:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000317,ORD-00131,PROD-0011,4,664.57,384.61,181.89,2024-01-18 19:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000318,ORD-00132,PROD-0015,3,150.54,5.42,35.7,2024-02-09 23:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000319,ORD-00132,PROD-0003,4,219.21,122.41,60.35,2024-02-09 23:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000320,ORD-00132,PROD-0026,5,82.97,40.83,29.92,2024-02-09 23:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000321,ORD-00133,PROD-0013,5,702.72,150.74,269.03,2024-01-05 15:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000322,ORD-00134,PROD-0044,1,113.49,6.12,8.59,2024-02-04 02:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000323,ORD-00134,PROD-0011,1,664.57,99.37,45.22,2024-02-04 02:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000324,ORD-00135,PROD-0048,1,273.24,37.67,18.85,2024-01-28 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000325,ORD-00136,PROD-0039,2,379.98,51.84,56.65,2024-02-08 21:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000326,ORD-00136,PROD-0026,5,82.97,0.29,33.16,2024-02-08 21:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000327,ORD-00137,PROD-0022,1,309.11,37.23,21.75,2024-02-03 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000328,ORD-00137,PROD-0045,4,443.87,257.28,121.46,2024-02-03 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000329,ORD-00137,PROD-0050,2,165.94,37.71,23.53,2024-02-03 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000330,ORD-00138,PROD-0041,2,308.67,62.68,44.37,2024-02-01 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000331,ORD-00138,PROD-0015,3,150.54,27.94,33.89,2024-02-01 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000332,ORD-00138,PROD-0023,5,689.9,277.16,253.79,2024-02-01 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000333,ORD-00138,PROD-0045,3,443.87,49.59,102.56,2024-02-01 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000334,ORD-00139,PROD-0021,3,704.47,69.29,163.53,2024-01-23 12:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
