item_id,order_id,product_id,quantity,unit_price,discount_amount,tax_amount,updated_at
ITM-001528,ORD-00645,PROD-0010,1,133.78,13.38,9.63,2024-03-08 10:00:00
ITM-001529,ORD-00646,PROD-0029,2,323.43,64.69,46.57,2024-03-07 10:00:00
ITM-001530,ORD-00646,PROD-0033,3,339.92,101.98,73.42,2024-03-07 10:00:00
ITM-001531,ORD-00647,PROD-0004,4,787.13,314.85,226.69,2024-03-05 10:00:00
ITM-001532,ORD-00647,PROD-0019,3,101.24,30.37,21.87,2024-03-05 10:00:00
ITM-001533,ORD-00648,PROD-0057,2,666.33,133.27,95.95,2024-03-04 10:00:00
ITM-001534,ORD-00648,PROD-0028,3,532.55,159.76,115.03,2024-03-04 10:00:00
ITM-001535,ORD-00648,PROD-0037,3,603.32,181.0,130.32,2024-03-04 10:00:00
ITM-001536,ORD-00649,PROD-0018,4,328.3,131.32,94.55,2024-03-06 10:00:00
ITM-001537,ORD-00649,PROD-0029,2,323.43,64.69,46.57,2024-03-06 10:00:00
